record_id,student_id,student_name,roll_number,date,status,confidence,class_name,subject_name,detection_method,camera_id,frame_count,processing_time_ms,created_at
rec-000343,student-043,Student 43,2024-CS-043,2026-04-05,present,100,Class A,Mathematics,yolo-arcface,cam-lab-01,11,58.4,2026-04-05T09:59:00Z
rec-000344,student-044,Student 44,2024-CS-044,2026-04-05,present,83.53,Class A,Physics,face-api,cam-lab-01,13,104.3,2026-04-05T09:09:00Z
rec-000345,student-045,Student 45,2024-CS-045,2026-04-05,present,90.6,Class A,Chemistry,face-api,cam-classroom-01,12,80.8,2026-04-05T09:36:00Z
rec-000346,student-046,Student 46,2024-CS-046,2026-04-05,late,74.93,Class C,Physics,yolo-arcface,cam-lab-01,15,174.7,2026-04-05T09:46:00Z
rec-000347,student-047,Student 47,2024-CS-047,2026-04-05,present,91.84,Class A,Mathematics,face-api,cam-classroom-02,16,83.2,2026-04-05T09:38:00Z
rec-000348,student-048,Student 48,2024-CS-048,2026-04-05,present,97.79,Class C,Computer Science,yolo-arcface,cam-classroom-02,3,108.7,2026-04-05T09:31:00Z
rec-000349,student-049,Student 49,2024-CS-049,2026-04-05,present,86.5,Class C,English,face-api,cam-classroom-01,24,107.3,2026-04-05T09:49:00Z
rec-000350,student-050,Student 50,2024-CS-050,2026-04-05,present,94.82,Class A,English,face-api,cam-lab-01,11,59.6,2026-04-05T09:50:00Z
rec-000351,student-001,Student 1,2024-CS-001,2026-04-06,present,91.66,Class A,Computer Science,face-api,cam-classroom-02,5,85.2,2026-04-06T09:23:00Z
rec-000352,student-002,Student 2,2024-CS-002,2026-04-06,present,94.05,Class C,Chemistry,yolo-arcface,cam-lab-01,17,130.2,2026-04-06T09:26:00Z
rec-000353,student-003,Student 3,2024-CS-003,2026-04-06,present,98.45,Class B,English,manual,,22,0,2026-04-06T09:00:00Z
rec-000354,student-004,Student 4,2024-CS-004,2026-04-06,present,96.07,Class A,Chemistry,yolo-arcface,cam-lab-01,5,111.9,2026-04-06T09:10:00Z
rec-000355,student-005,Student 5,2024-CS-005,2026-04-06,present,84.41,Class A,Mathematics,face-api,cam-classroom-01,7,116.2,2026-04-06T09:27:00Z
rec-000356,student-006,Student 6,2024-CS-006,2026-04-06,present,96.71,Class A,English,yolo-arcface,cam-lab-01,18,127.7,2026-04-06T09:39:00Z
rec-000357,student-007,Student 7,2024-CS-007,2026-04-06,present,86.44,Class B,Chemistry,face-api,cam-classroom-02,7,87.2,2026-04-06T09:51:00Z
rec-000358,student-008,Student 8,2024-CS-008,2026-04-06,late,100,Class C,Chemistry,yolo-arcface,cam-classroom-01,13,52.5,2026-04-06T09:19:00Z
rec-000359,student-009,Student 9,2024-CS-009,2026-04-06,present,96.72,Class B,Computer Science,manual,,9,0,2026-04-06T09:11:00Z
rec-000360,student-010,Student 10,2024-CS-010,2026-04-06,absent,42.21,Class C,English,manual,,0,0,2026-04-06T09:36:00Z
rec-000361,student-011,Student 11,2024-CS-011,2026-04-06,present,91.03,Class B,Mathematics,yolo-arcface,cam-lab-01,15,106.7,2026-04-06T09:12:00Z
rec-000362,student-012,Student 12,2024-CS-012,2026-04-06,present,100,Class C,Chemistry,manual,,8,0,2026-04-06T09:01:00Z
rec-000363,student-013,Student 13,2024-CS-013,2026-04-06,absent,7.13,Class B,Computer Science,manual,,0,0,2026-04-06T09:53:00Z
rec-000364,student-014,Student 14,2024-CS-014,2026-04-06,present,94.25,Class A,Computer Science,yolo-arcface,cam-lab-01,24,63.3,2026-04-06T09:09:00Z
rec-000365,student-015,Student 15,2024-CS-015,2026-04-06,present,92.04,Class C,English,yolo-arcface,cam-lab-01,5,68.7,2026-04-06T09:32:00Z
rec-000366,student-016,Student 16,2024-CS-016,2026-04-06,absent,36.37,Class C,English,manual,,0,0,2026-04-06T09:34:00Z
rec-000367,student-017,Student 17,2024-CS-017,2026-04-06,present,100,Class C,Mathematics,manual,,22,0,2026-04-06T09:06:00Z
rec-000368,student-018,Student 18,2024-CS-018,2026-04-06,present,90.16,Class B,Physics,manual,,24,0,2026-04-06T09:41:00Z
rec-000369,student-019,Student 19,2024-CS-019,2026-04-06,present,84.04,Class B,English,manual,,15,0,2026-04-06T09:06:00Z
rec-000370,student-020,Student 20,2024-CS-020,2026-04-06,present,88.66,Class C,Chemistry,yolo-arcface,cam-classroom-01,10,71.7,2026-04-06T09:28:00Z
rec-000371,student-021,Student 21,2024-CS-021,2026-04-06,present,91.51,Class B,Mathematics,yolo-arcface,cam-classroom-02,24,80.0,2026-04-06T09:06:00Z
rec-000372,student-022,Student 22,2024-CS-022,2026-04-06,present,88.27,Class B,Computer Science,face-api,cam-classroom-02,6,151.7,2026-04-06T09:29:00Z
rec-000373,student-023,Student 23,2024-CS-023,2026-04-06,present,83.53,Class B,English,manual,,18,0,2026-04-06T09:06:00Z
rec-000374,student-024,Student 24,2024-CS-024,2026-04-06,present,90.27,Class C,Mathematics,yolo-arcface,cam-classroom-01,4,86.9,2026-04-06T09:54:00Z
rec-000375,student-025,Student 25,2024-CS-025,2026-04-06,present,100,Class C,Physics,manual,,10,0,2026-04-06T09:35:00Z
rec-000376,student-026,Student 26,2024-CS-026,2026-04-06,present,98.83,Class B,Physics,manual,,16,0,2026-04-06T09:51:00Z
rec-000377,student-027,Student 27,2024-CS-027,2026-04-06,present,95.44,Class A,Chemistry,yolo-arcface,cam-classroom-01,15,172.4,2026-04-06T09:28:00Z
rec-000378,student-028,Student 28,2024-CS-028,2026-04-06,present,84.82,Class C,Mathematics,face-api,cam-lab-01,11,160.2,2026-04-06T09:06:00Z
rec-000379,student-029,Student 29,2024-CS-029,2026-04-06,present,86.43,Class A,Computer Science,face-api,cam-lab-01,17,111.2,2026-04-06T09:55:00Z
rec-000380,student-030,Student 30,2024-CS-030,2026-04-06,present,97.08,Class B,Chemistry,yolo-arcface,cam-classroom-01,22,112.6,2026-04-06T09:22:00Z
rec-000381,student-031,Student 31,2024-CS-031,2026-04-06,present,88.44,Class B,Chemistry,manual,,25,0,2026-04-06T09:37:00Z
rec-000382,student-032,Student 32,2024-CS-032,2026-04-06,present,92.97,Class A,Computer Science,face-api,cam-lab-01,13,145.2,2026-04-06T09:09:00Z
rec-000383,student-033,Student 33,2024-CS-033,2026-04-06,present,95.46,Class A,English,yolo-arcface,cam-lab-01,22,145.5,2026-04-06T09:34:00Z
rec-000384,student-034,Student 34,2024-CS-034,2026-04-06,present,96.5,Class C,Physics,manual,,8,0,2026-04-06T09:31:00Z
rec-000385,student-035,Student 35,2024-CS-035,2026-04-06,present,96.44,Class B,Mathematics,manual,,4,0,2026-04-06T09:31:00Z
rec-000386,student-036,Student 36,2024-CS-036,2026-04-06,present,100,Class C,English,yolo-arcface,cam-classroom-02,20,73.3,2026-04-06T09:45:00Z
rec-000387,student-037,Student 37,2024-CS-037,2026-04-06,late,87.68,Class A,Computer Science,yolo-arcface,cam-classroom-01,8,128.7,2026-04-06T09:17:00Z
rec-000388,student-038,Student 38,2024-CS-038,2026-04-06,present,92.75,Class B,Chemistry,yolo-arcface,cam-lab-01,8,129.9,2026-04-06T09:07:00Z
rec-000389,student-039,Student 39,2024-CS-039,2026-04-06,present,84.4,Class A,English,yolo-arcface,cam-lab-01,20,137.0,2026-04-06T09:13:00Z
rec-000390,student-040,Student 40,2024-CS-040,2026-04-06,absent,17.15,Class A,Physics,manual,,0,0,2026-04-06T09:19:00Z
rec-000391,student-041,Student 41,2024-CS-041,2026-04-06,late,94.12,Class A,Physics,face-api,cam-classroom-01,17,126.3,2026-04-06T09:51:00Z
rec-000392,student-042,Student 42,2024-CS-042,2026-04-06,present,87.55,Class B,Physics,manual,,23,0,2026-04-06T09:39:00Z
rec-000393,student-043,Student 43,2024-CS-043,2026-04-06,present,80.94,Class C,Computer Science,face-api,cam-lab-01,9,137.7,2026-04-06T09:34:00Z
rec-000394,student-044,Student 44,2024-CS-044,2026-04-06,present,84.67,Class B,Chemistry,manual,,12,0,2026-04-06T09:17:00Z
rec-000395,student-045,Student 45,2024-CS-045,2026-04-06,absent,0,Class A,Physics,manual,,0,0,2026-04-06T09:48:00Z
rec-000396,student-046,Student 46,2024-CS-046,2026-04-06,present,90.84,Class A,Physics,face-api,cam-classroom-01,11,134.0,2026-04-06T09:45:00Z
rec-000397,student-047,Student 47,2024-CS-047,2026-04-06,present,89.68,Class C,Computer Science,face-api,cam-lab-01,24,102.7,2026-04-06T09:26:00Z
rec-000398,student-048,Student 48,2024-CS-048,2026-04-06,present,94.07,Class B,Chemistry,face-api,cam-lab-01,23,138.9,2026-04-06T09:17:00Z
rec-000399,student-049,Student 49,2024-CS-049,2026-04-06,present,82.13,Class A,Mathematics,yolo-arcface,cam-lab-01,17,153.9,2026-04-06T09:29:00Z
rec-000400,student-050,Student 50,2024-CS-050,2026-04-06,present,90.36,Class A,Chemistry,manual,,14,0,2026-04-06T09:25:00Z
rec-000401,student-001,Student 1,2024-CS-001,2026-04-07,present,88.26,Class B,Computer Science,yolo-arcface,cam-lab-01,13,131.8,2026-04-07T09:36:00Z
rec-000402,student-002,Student 2,2024-CS-002,2026-04-07,present,98.34,Class A,Mathematics,manual,,4,0,2026-04-07T09:40:00Z
rec-000403,student-003,Student 3,2024-CS-003,2026-04-07,present,83.54,Class B,English,yolo-arcface,cam-classroom-01,3,176.1,2026-04-07T09:27:00Z
rec-000404,student-004,Student 4,2024-CS-004,2026-04-07,present,100,Class C,Computer Science,manual,,7,0,2026-04-07T09:10:00Z
rec-000405,student-005,Student 5,2024-CS-005,2026-04-07,late,90.53,Class A,Computer Science,yolo-arcface,cam-lab-01,11,107.6,2026-04-07T09:57:00Z
rec-000406,student-006,Student 6,2024-CS-006,2026-04-07,present,99.97,Class A,English,manual,,25,0,2026-04-07T09:41:00Z
rec-000407,student-007,Student 7,2024-CS-007,2026-04-07,present,94.69,Class C,Physics,face-api,cam-lab-01,3,123.7,2026-04-07T09:43:00Z
rec-000408,student-008,Student 8,2024-CS-008,2026-04-07,present,94.35,Class B,Physics,face-api,cam-classroom-02,25,108.8,2026-04-07T09:04:00Z
rec-000409,student-009,Student 9,2024-CS-009,2026-04-07,present,94.53,Class B,Physics,face-api,cam-classroom-02,6,150.5,2026-04-07T09:49:00Z
rec-000410,student-010,Student 10,2024-CS-010,2026-04-07,present,95.47,Class C,Chemistry,face-api,cam-classroom-01,23,142.2,2026-04-07T09:39:00Z
rec-000411,student-011,Student 11,2024-CS-011,2026-04-07,present,91.85,Class A,English,yolo-arcface,cam-lab-01,14,110.3,2026-04-07T09:43:00Z
rec-000412,student-012,Student 12,2024-CS-012,2026-04-07,present,83.69,Class A,Chemistry,face-api,cam-lab-01,5,137.5,2026-04-07T09:24:00Z
rec-000413,student-013,Student 13,2024-CS-013,2026-04-07,present,90.01,Class C,Mathematics,yolo-arcface,cam-classroom-01,13,127.7,2026-04-07T09:35:00Z
rec-000414,student-014,Student 14,2024-CS-014,2026-04-07,present,87.62,Class B,Mathematics,manual,,22,0,2026-04-07T09:54:00Z
rec-000415,student-015,Student 15,2024-CS-015,2026-04-07,late,91.86,Class A,English,manual,,19,0,2026-04-07T09:18:00Z
rec-000416,student-016,Student 16,2024-CS-016,2026-04-07,present,89.14,Class C,Chemistry,face-api,cam-classroom-01,18,97.6,2026-04-07T09:33:00Z
rec-000417,student-017,Student 17,2024-CS-017,2026-04-07,late,91.9,Class C,English,face-api,cam-classroom-02,14,139.5,2026-04-07T09:34:00Z
rec-000418,student-018,Student 18,2024-CS-018,2026-04-07,present,90.71,Class B,Physics,yolo-arcface,cam-classroom-01,5,134.9,2026-04-07T09:59:00Z
rec-000419,student-019,Student 19,2024-CS-019,2026-04-07,present,92.23,Class B,English,yolo-arcface,cam-lab-01,19,105.6,2026-04-07T09:25:00Z
rec-000420,student-020,Student 20,2024-CS-020,2026-04-07,present,100,Class C,Physics,manual,,20,0,2026-04-07T09:17:00Z
rec-000421,student-021,Student 21,2024-CS-021,2026-04-07,present,100,Class B,English,face-api,cam-lab-01,20,162.9,2026-04-07T09:40:00Z
rec-000422,student-022,Student 22,2024-CS-022,2026-04-07,present,86.93,Class B,Physics,yolo-arcface,cam-classroom-01,25,73.6,2026-04-07T09:15:00Z
rec-000423,student-023,Student 23,2024-CS-023,2026-04-07,present,85.96,Class B,Physics,manual,,4,0,2026-04-07T09:07:00Z
rec-000424,student-024,Student 24,2024-CS-024,2026-04-07,present,94.64,Class B,Chemistry,face-api,cam-lab-01,25,166.7,2026-04-07T09:50:00Z
rec-000425,student-025,Student 25,2024-CS-025,2026-04-07,late,88.67,Class B,Mathematics,yolo-arcface,cam-classroom-01,8,73.9,2026-04-07T09:21:00Z
rec-000426,student-026,Student 26,2024-CS-026,2026-04-07,present,99.2,Class C,Mathematics,yolo-arcface,cam-classroom-02,19,178.1,2026-04-07T09:29:00Z
rec-000427,student-027,Student 27,2024-CS-027,2026-04-07,present,95.7,Class A,Computer Science,face-api,cam-classroom-01,18,135.3,2026-04-07T09:57:00Z
rec-000428,student-028,Student 28,2024-CS-028,2026-04-07,present,89.2,Class A,Chemistry,manual,,6,0,2026-04-07T09:00:00Z
rec-000429,student-029,Student 29,2024-CS-029,2026-04-07,present,94.93,Class B,Physics,yolo-arcface,cam-classroom-01,14,97.3,2026-04-07T09:59:00Z
rec-000430,student-030,Student 30,2024-CS-030,2026-04-07,absent,56.38,Class C,English,manual,,0,0,2026-04-07T09:14:00Z
rec-000431,student-031,Student 31,2024-CS-031,2026-04-07,present,94.38,Class B,Mathematics,yolo-arcface,cam-lab-01,13,117.9,2026-04-07T09:43:00Z
rec-000432,student-032,Student 32,2024-CS-032,2026-04-07,late,91.19,Class B,Mathematics,face-api,cam-classroom-02,10,157.8,2026-04-07T09:55:00Z
rec-000433,student-033,Student 33,2024-CS-033,2026-04-07,present,76.04,Class B,Physics,yolo-arcface,cam-classroom-02,13,157.8,2026-04-07T09:36:00Z
rec-000434,student-034,Student 34,2024-CS-034,2026-04-07,present,95.42,Class A,English,manual,,22,0,2026-04-07T09:23:00Z
rec-000435,student-035,Student 35,2024-CS-035,2026-04-07,present,81.68,Class A,Physics,face-api,cam-classroom-01,20,122.9,2026-04-07T09:59:00Z
rec-000436,student-036,Student 36,2024-CS-036,2026-04-07,present,92.59,Class B,Mathematics,manual,,3,0,2026-04-07T09:48:00Z
rec-000437,student-037,Student 37,2024-CS-037,2026-04-07,present,97.5,Class A,Physics,manual,,12,0,2026-04-07T09:33:00Z
rec-000438,student-038,Student 38,2024-CS-038,2026-04-07,absent,0,Class A,Computer Science,manual,,0,0,2026-04-07T09:05:00Z
rec-000439,student-039,Student 39,2024-CS-039,2026-04-07,present,99.38,Class B,Mathematics,face-api,cam-lab-01,19,47.3,2026-04-07T09:06:00Z
rec-000440,student-040,Student 40,2024-CS-040,2026-04-07,present,98.63,Class A,Chemistry,manual,,15,0,2026-04-07T09:36:00Z
rec-000441,student-041,Student 41,2024-CS-041,2026-04-07,present,90.34,Class B,English,yolo-arcface,cam-lab-01,11,102.0,2026-04-07T09:53:00Z
rec-000442,student-042,Student 42,2024-CS-042,2026-04-07,present,90.02,Class A,Chemistry,face-api,cam-classroom-01,9,149.0,2026-04-07T09:09:00Z
rec-000443,student-043,Student 43,2024-CS-043,2026-04-07,present,87.05,Class B,Physics,face-api,cam-classroom-02,20,130.8,2026-04-07T09:19:00Z
rec-000444,student-044,Student 44,2024-CS-044,2026-04-07,present,93.57,Class C,Chemistry,manual,,12,0,2026-04-07T09:02:00Z
rec-000445,student-045,Student 45,2024-CS-045,2026-04-07,present,89.91,Class B,English,yolo-arcface,cam-lab-01,7,145.4,2026-04-07T09:03:00Z
rec-000446,student-046,Student 46,2024-CS-046,2026-04-07,present,94.46,Class B,Chemistry,yolo-arcface,cam-lab-01,8,159.9,2026-04-07T09:35:00Z
rec-000447,student-047,Student 47,2024-CS-047,2026-04-07,present,93.19,Class A,Mathematics,yolo-arcface,cam-classroom-01,6,127.3,2026-04-07T09:08:00Z
rec-000448,student-048,Student 48,2024-CS-048,2026-04-07,present,88.89,Class A,Chemistry,yolo-arcface,cam-lab-01,14,83.3,2026-04-07T09:16:00Z
rec-000449,student-049,Student 49,2024-CS-049,2026-04-07,late,70.65,Class C,English,face-api,cam-classroom-01,3,146.5,2026-04-07T09:05:00Z
rec-000450,student-050,Student 50,2024-CS-050,2026-04-07,late,87.91,Class A,Chemistry,yolo-arcface,cam-classroom-02,6,162.9,2026-04-07T09:52:00Z
rec-000451,student-001,Student 1,2024-CS-001,2026-04-08,present,93.77,Class B,Physics,yolo-arcface,cam-classroom-01,3,88.8,2026-04-08T09:17:00Z
rec-000452,student-002,Student 2,2024-CS-002,2026-04-08,present,96.25,Class C,Computer Science,face-api,cam-classroom-02,4,78.2,2026-04-08T09:26:00Z
rec-000453,student-003,Student 3,2024-CS-003,2026-04-08,late,80.72,Class B,Physics,yolo-arcface,cam-lab-01,4,153.5,2026-04-08T09:56:00Z
rec-000454,student-004,Student 4,2024-CS-004,2026-04-08,present,95.09,Class A,English,face-api,cam-lab-01,23,170.1,2026-04-08T09:22:00Z
rec-000455,student-005,Student 5,2024-CS-005,2026-04-08,present,91.72,Class B,Computer Science,yolo-arcface,cam-classroom-01,14,160.3,2026-04-08T09:01:00Z
rec-000456,student-006,Student 6,2024-CS-006,2026-04-08,present,88.3,Class A,English,face-api,cam-lab-01,3,175.1,2026-04-08T09:22:00Z
rec-000457,student-007,Student 7,2024-CS-007,2026-04-08,present,85.65,Class B,Chemistry,face-api,cam-lab-01,8,167.3,2026-04-08T09:03:00Z
rec-000458,student-008,Student 8,2024-CS-008,2026-04-08,present,97.16,Class B,Physics,face-api,cam-classroom-01,21,160.7,2026-04-08T09:15:00Z
rec-000459,student-009,Student 9,2024-CS-009,2026-04-08,present,83.19,Class B,Chemistry,manual,,25,0,2026-04-08T09:01:00Z
rec-000460,student-010,Student 10,2024-CS-010,2026-04-08,present,87.37,Class A,English,face-api,cam-lab-01,21,161.6,2026-04-08T09:19:00Z
rec-000461,student-011,Student 11,2024-CS-011,2026-04-08,present,93.98,Class A,Chemistry,manual,,10,0,2026-04-08T09:30:00Z
rec-000462,student-012,Student 12,2024-CS-012,2026-04-08,present,92.48,Class A,Computer Science,manual,,9,0,2026-04-08T09:45:00Z
rec-000463,student-013,Student 13,2024-CS-013,2026-04-08,present,95.91,Class A,Chemistry,face-api,cam-lab-01,3,43.8,2026-04-08T09:58:00Z
rec-000464,student-014,Student 14,2024-CS-014,2026-04-08,present,97.62,Class B,English,yolo-arcface,cam-lab-01,5,151.4,2026-04-08T09:06:00Z
rec-000465,student-015,Student 15,2024-CS-015,2026-04-08,present,84.79,Class C,English,manual,,16,0,2026-04-08T09:41:00Z
rec-000466,student-016,Student 16,2024-CS-016,2026-04-08,present,100,Class C,Chemistry,manual,,20,0,2026-04-08T09:50:00Z
rec-000467,student-017,Student 17,2024-CS-017,2026-04-08,present,86.43,Class C,Computer Science,yolo-arcface,cam-classroom-01,12,56.7,2026-04-08T09:11:00Z
rec-000468,student-018,Student 18,2024-CS-018,2026-04-08,present,100,Class A,Physics,yolo-arcface,cam-lab-01,21,89.2,2026-04-08T09:20:00Z
rec-000469,student-019,Student 19,2024-CS-019,2026-04-08,absent,40.38,Class C,Mathematics,manual,,0,0,2026-04-08T09:59:00Z
rec-000470,student-020,Student 20,2024-CS-020,2026-04-08,present,91.14,Class A,Mathematics,yolo-arcface,cam-lab-01,5,128.6,2026-04-08T09:42:00Z
rec-000471,student-021,Student 21,2024-CS-021,2026-04-08,present,100,Class C,Mathematics,yolo-arcface,cam-classroom-02,17,147.4,2026-04-08T09:16:00Z
rec-000472,student-022,Student 22,2024-CS-022,2026-04-08,present,92.29,Class A,English,manual,,3,0,2026-04-08T09:28:00Z
rec-000473,student-023,Student 23,2024-CS-023,2026-04-08,present,100,Class B,Chemistry,yolo-arcface,cam-classroom-02,15,104.0,2026-04-08T09:06:00Z
rec-000474,student-024,Student 24,2024-CS-024,2026-04-08,late,90.53,Class A,English,manual,,10,0,2026-04-08T09:04:00Z
rec-000475,student-025,Student 25,2024-CS-025,2026-04-08,present,84.35,Class A,Mathematics,face-api,cam-classroom-02,12,150.9,2026-04-08T09:10:00Z
rec-000476,student-026,Student 26,2024-CS-026,2026-04-08,late,88.78,Class A,Computer Science,face-api,cam-lab-01,5,38.2,2026-04-08T09:39:00Z
rec-000477,student-027,Student 27,2024-CS-027,2026-04-08,late,83.02,Class B,Physics,manual,,3,0,2026-04-08T09:38:00Z
rec-000478,student-028,Student 28,2024-CS-028,2026-04-08,late,90.04,Class B,Chemistry,face-api,cam-lab-01,9,135.4,2026-04-08T09:59:00Z
rec-000479,student-029,Student 29,2024-CS-029,2026-04-08,present,91.53,Class A,English,face-api,cam-lab-01,6,152.4,2026-04-08T09:35:00Z
rec-000480,student-030,Student 30,2024-CS-030,2026-04-08,late,92.31,Class B,Chemistry,yolo-arcface,cam-classroom-02,5,151.1,2026-04-08T09:12:00Z
rec-000481,student-031,Student 31,2024-CS-031,2026-04-08,present,94.29,Class A,Computer Science,face-api,cam-classroom-02,18,175.0,2026-04-08T09:30:00Z
rec-000482,student-032,Student 32,2024-CS-032,2026-04-08,present,90.61,Class A,Computer Science,manual,,15,0,2026-04-08T09:56:00Z
rec-000483,student-033,Student 33,2024-CS-033,2026-04-08,present,89.78,Class B,Physics,face-api,cam-classroom-02,17,161.4,2026-04-08T09:36:00Z
rec-000484,student-034,Student 34,2024-CS-034,2026-04-08,present,93.79,Class A,Mathematics,manual,,24,0,2026-04-08T09:42:00Z
rec-000485,student-035,Student 35,2024-CS-035,2026-04-08,present,76.59,Class C,Mathematics,manual,,10,0,2026-04-08T09:53:00Z
rec-000486,student-036,Student 36,2024-CS-036,2026-04-08,present,87.89,Class C,English,manual,,16,0,2026-04-08T09:36:00Z
rec-000487,student-037,Student 37,2024-CS-037,2026-04-08,late,84.79,Class C,Chemistry,manual,,4,0,2026-04-08T09:57:00Z
rec-000488,student-038,Student 38,2024-CS-038,2026-04-08,present,92.36,Class C,Physics,manual,,24,0,2026-04-08T09:07:00Z
rec-000489,student-039,Student 39,2024-CS-039,2026-04-08,absent,0,Class A,Physics,manual,,0,0,2026-04-08T09:51:00Z
rec-000490,student-040,Student 40,2024-CS-040,2026-04-08,present,96.61,Class A,Physics,face-api,cam-lab-01,16,173.4,2026-04-08T09:16:00Z
rec-000491,student-041,Student 41,2024-CS-041,2026-04-08,present,96.3,Class A,English,manual,,5,0,2026-04-08T09:35:00Z
rec-000492,student-042,Student 42,2024-CS-042,2026-04-08,present,89.78,Class C,Chemistry,yolo-arcface,cam-lab-01,3,148.6,2026-04-08T09:33:00Z
rec-000493,student-043,Student 43,2024-CS-043,2026-04-08,present,94.6,Class C,Mathematics,manual,,21,0,2026-04-08T09:59:00Z
rec-000494,student-044,Student 44,2024-CS-044,2026-04-08,present,94.22,Class B,Computer Science,face-api,cam-classroom-02,12,175.4,2026-04-08T09:41:00Z
rec-000495,student-045,Student 45,2024-CS-045,2026-04-08,present,82.86,Class A,Physics,manual,,18,0,2026-04-08T09:17:00Z
rec-000496,student-046,Student 46,2024-CS-046,2026-04-08,present,85.32,Class B,Computer Science,yolo-arcface,cam-lab-01,4,79.1,2026-04-08T09:15:00Z
rec-000497,student-047,Student 47,2024-CS-047,2026-04-08,present,87.31,Class B,Computer Science,yolo-arcface,cam-classroom-02,3,124.9,2026-04-08T09:17:00Z
rec-000498,student-048,Student 48,2024-CS-048,2026-04-08,late,95.65,Class B,English,face-api,cam-classroom-02,7,72.7,2026-04-08T09:17:00Z
rec-000499,student-049,Student 49,2024-CS-049,2026-04-08,present,89.95,Class B,English,yolo-arcface,cam-lab-01,9,109.4,2026-04-08T09:55:00Z
rec-000500,student-050,Student 50,2024-CS-050,2026-04-08,present,100,Class C,Chemistry,face-api,cam-classroom-02,12,144.5,2026-04-08T09:08:00Z
rec-000501,student-001,Student 1,2024-CS-001,2026-04-09,present,84.31,Class A,Mathematics,face-api,cam-classroom-01,9,112.1,2026-04-09T09:02:00Z
rec-000502,student-002,Student 2,2024-CS-002,2026-04-09,present,100,Class B,Chemistry,yolo-arcface,cam-classroom-02,14,89.2,2026-04-09T09:40:00Z
rec-000503,student-003,Student 3,2024-CS-003,2026-04-09,absent,25.32,Class B,Chemistry,manual,,0,0,2026-04-09T09:28:00Z
rec-000504,student-004,Student 4,2024-CS-004,2026-04-09,present,87.95,Class B,Mathematics,yolo-arcface,cam-classroom-02,21,85.1,2026-04-09T09:01:00Z
rec-000505,student-005,Student 5,2024-CS-005,2026-04-09,present,90.25,Class A,Physics,face-api,cam-lab-01,21,125.2,2026-04-09T09:13:00Z
rec-000506,student-006,Student 6,2024-CS-006,2026-04-09,present,87.91,Class C,Mathematics,yolo-arcface,cam-classroom-02,19,189.1,2026-04-09T09:58:00Z
rec-000507,student-007,Student 7,2024-CS-007,2026-04-09,present,93.31,Class C,Computer Science,face-api,cam-lab-01,22,128.9,2026-04-09T09:45:00Z
rec-000508,student-008,Student 8,2024-CS-008,2026-04-09,present,87.95,Class A,English,yolo-arcface,cam-classroom-02,15,146.4,2026-04-09T09:43:00Z
rec-000509,student-009,Student 9,2024-CS-009,2026-04-09,present,86.66,Class C,Mathematics,manual,,15,0,2026-04-09T09:00:00Z
rec-000510,student-010,Student 10,2024-CS-010,2026-04-09,present,85.96,Class C,Chemistry,yolo-arcface,cam-lab-01,20,54.4,2026-04-09T09:18:00Z
rec-000511,student-011,Student 11,2024-CS-011,2026-04-09,present,93.7,Class B,Computer Science,yolo-arcface,cam-classroom-02,23,129.1,2026-04-09T09:41:00Z
rec-000512,student-012,Student 12,2024-CS-012,2026-04-09,present,95.94,Class A,Mathematics,face-api,cam-lab-01,19,98.9,2026-04-09T09:25:00Z
rec-000513,student-013,Student 13,2024-CS-013,2026-04-09,present,87.96,Class B,Computer Science,manual,,18,0,2026-04-09T09:58:00Z
rec-000514,student-014,Student 14,2024-CS-014,2026-04-09,present,83.3,Class A,Computer Science,yolo-arcface,cam-lab-01,4,7.6,2026-04-09T09:45:00Z
rec-000515,student-015,Student 15,2024-CS-015,2026-04-09,present,82.31,Class B,Computer Science,manual,,23,0,2026-04-09T09:32:00Z
rec-000516,student-016,Student 16,2024-CS-016,2026-04-09,present,96.23,Class B,Mathematics,manual,,8,0,2026-04-09T09:30:00Z
rec-000517,student-017,Student 17,2024-CS-017,2026-04-09,present,99.7,Class C,Computer Science,yolo-arcface,cam-lab-01,20,122.1,2026-04-09T09:05:00Z
rec-000518,student-018,Student 18,2024-CS-018,2026-04-09,present,88.2,Class B,Computer Science,face-api,cam-lab-01,12,46.7,2026-04-09T09:18:00Z
rec-000519,student-019,Student 19,2024-CS-019,2026-04-09,present,98.0,Class C,Chemistry,face-api,cam-classroom-01,18,173.5,2026-04-09T09:30:00Z
rec-000520,student-020,Student 20,2024-CS-020,2026-04-09,late,91.76,Class C,English,manual,,6,0,2026-04-09T09:33:00Z
rec-000521,student-021,Student 21,2024-CS-021,2026-04-09,present,100,Class B,English,face-api,cam-lab-01,9,146.2,2026-04-09T09:57:00Z
rec-000522,student-022,Student 22,2024-CS-022,2026-04-09,late,81.27,Class A,English,manual,,8,0,2026-04-09T09:21:00Z
rec-000523,student-023,Student 23,2024-CS-023,2026-04-09,present,93.38,Class B,Physics,face-api,cam-classroom-01,13,117.4,2026-04-09T09:36:00Z
rec-000524,student-024,Student 24,2024-CS-024,2026-04-09,present,91.56,Class B,English,yolo-arcface,cam-classroom-02,5,149.3,2026-04-09T09:30:00Z
rec-000525,student-025,Student 25,2024-CS-025,2026-04-09,present,96.65,Class A,Computer Science,face-api,cam-lab-01,20,132.1,2026-04-09T09:12:00Z
